sample_wall_ns,session,event,event_generation,event_wall_ns,overwritten_samples,capture_audio_timestamp_ns,capture_audio_wall_ns,capture_audio_timestamp_delta_ns,capture_audio_wall_delta_ns,capture_audio_ndi_timestamp_100ns,capture_audio_ndi_timecode_100ns,capture_audio_frames,capture_audio_sample_rate,capture_audio_channels,capture_audio_observations,capture_audio_pacing_anomalies,capture_video_timestamp_ns,capture_video_wall_ns,capture_video_timestamp_delta_ns,capture_video_wall_delta_ns,capture_video_ndi_timestamp_100ns,capture_video_ndi_timecode_100ns,capture_video_width,capture_video_height,capture_video_unused,capture_video_observations,capture_video_pacing_anomalies,output_audio_timestamp_ns,output_audio_wall_ns,output_audio_timestamp_delta_ns,output_audio_wall_delta_ns,output_audio_ndi_timestamp_100ns,output_audio_ndi_timecode_100ns,output_audio_frames,output_audio_sample_rate,output_audio_channels,output_audio_observations,output_audio_pacing_anomalies,output_video_timestamp_ns,output_video_wall_ns,output_video_timestamp_delta_ns,output_video_wall_delta_ns,output_video_ndi_timestamp_100ns,output_video_ndi_timecode_100ns,output_video_width,output_video_height,output_video_unused,output_video_observations,output_video_pacing_anomalies,filtered_audio_timestamp_ns,filtered_audio_wall_ns,filtered_audio_timestamp_delta_ns,filtered_audio_wall_delta_ns,filtered_audio_ndi_timestamp_100ns,filtered_audio_ndi_timecode_100ns,filtered_audio_frames,filtered_audio_unused_a,filtered_audio_unused_b,filtered_audio_observations,filtered_audio_pacing_anomalies,selected_video_timestamp_ns,selected_video_wall_ns,selected_video_timestamp_delta_ns,selected_video_wall_delta_ns,selected_video_ndi_timestamp_100ns,selected_video_ndi_timecode_100ns,selected_video_unused_a,selected_video_unused_b,selected_video_unused_c,selected_video_observations,selected_video_pacing_anomalies,mode,receiver_epoch_ns,next_audio_deadline_ns,next_video_deadline_ns,cumulative_audio_frames,video_ticks,audio_deadline_error_ns,video_deadline_error_ns,audio_catchups,video_catchups,repeated_video_frames,empty_audio_pulls,empty_video_pulls,ndi_total_audio_frames,ndi_total_video_frames,ndi_dropped_audio_frames,ndi_dropped_video_frames,ndi_queued_audio_frames,ndi_queued_video_frames,capture_video_minus_capture_audio_projected_ns,output_video_minus_output_audio_projected_ns,selected_video_minus_output_video_projected_ns,filtered_audio_minus_output_audio_projected_ns,selected_video_minus_filtered_audio_projected_ns
291642299250000,1,,3,0,0,1784447402425910200,291642281403700,21333300,20786600,17844474024080769,17844474024259102,1024,48000,2,81585,15258,1784447402424124000,291642298090100,16666700,16466900,17844474024083982,17844474024241240,3840,2160,0,104429,16587,1784447402425910200,291642281404400,21333300,20786900,0,0,1024,48000,2,81585,15258,1784447402424124000,291642298090600,16666700,16466900,0,0,3840,2160,0,104429,16588,1784447402425910200,291642281408700,0,300,0,0,1024,0,0,326340,260012,1784447402324123800,291642287736100,0,0,0,0,0,0,0,417636,313232,0,0,0,0,0,0,0,0,0,0,0,0,0,81585,104429,0,0,0,0,-18472600,-18472400,-89645700,-4300,-108113800
291642558706200,1,,3,0,0,1784447402703243100,291642558699300,21333300,21006500,17844474026857186,17844474027032431,1024,48000,2,81598,15262,1784447402674124500,291642547779400,16666700,16454100,17844474026582195,17844474026741245,3840,2160,0,104444,16587,1784447402703243100,291642558699500,21333300,21006600,0,0,1024,48000,2,81598,15262,1784447402674124500,291642547779700,16666700,16454000,0,0,3840,2160,0,104444,16588,1784447402703243100,291642558701800,0,100,0,0,1024,0,0,326392,260055,1784447402590791000,291642554401300,0,100,0,0,0,0,0,417700,313280,0,0,0,0,0,0,0,0,0,0,0,0,0,81598,104444,0,0,0,0,-18198700,-18198800,-89955100,-2300,-108151600
291642814749200,1,,3,0,0,1784447402959242700,291642814740000,21333300,21278500,17844474029410812,17844474029592427,1024,48000,2,81610,15262,1784447402924125000,291642797803800,16666700,16463900,17844474029081454,17844474029241250,3840,2160,0,104459,16589,1784447402959242700,291642814740300,21333300,21278700,0,0,1024,48000,2,81610,15262,1784447402924125000,291642797804000,16666700,16463600,0,0,3840,2160,0,104459,16590,1784447402959242700,291642814743500,0,200,0,0,1024,0,0,326440,260091,1784447402840791500,291642804403200,0,100,0,0,0,0,0,417760,313325,0,0,0,0,0,0,0,0,0,0,0,0,0,81610,104459,0,0,0,0,-18181500,-18181400,-89932700,-3200,-108110900
291643065313000,1,,3,0,0,1784447403193909000,291643049669700,21333300,22407700,17844474031762885,17844474031939090,1024,48000,2,81621,15264,1784447403190792200,291643064373000,16666700,15813600,17844474031751004,17844474031907922,3840,2160,0,104475,16593,1784447403193909000,291643049669800,21333300,22407600,0,0,1024,48000,2,81621,15264,1784447403190792200,291643064373400,16666700,15813400,0,0,3840,2160,0,104475,16594,1784447403193909000,291643049672400,0,200,0,0,1024,0,0,326484,260126,1784447403090792000,291643054402400,0,100,0,0,0,0,0,417820,313370,0,0,0,0,0,0,0,0,0,0,0,0,0,81621,104475,0,0,0,0,-17820100,-17820400,-90029200,-2600,-107847000
291643327490900,1,,3,0,0,1784447403471241900,291643327485100,21333300,22416800,17844474034545225,17844474034712419,1024,48000,2,81634,15264,1784447403440792700,291643312917000,16666700,14921900,17844474034249378,17844474034407927,3840,2160,0,104490,16595,1784447403471241900,291643327485300,21333300,22416800,0,0,1024,48000,2,81634,15264,1784447403440792700,291643312917500,16666700,14921800,0,0,3840,2160,0,104490,16596,1784447403471241900,291643327487200,0,100,0,0,1024,0,0,326536,260165,1784447403357459200,291643321069100,0,100,0,0,0,0,0,417884,313418,0,0,0,0,0,0,0,0,0,0,0,0,0,81634,104490,0,0,0,0,-15881100,-15881400,-91485100,-1900,-107364600
291643581933300,1,,3,0,0,1784447403705908200,291643561461600,21333300,21520100,17844474036887375,17844474037059082,1024,48000,2,81645,15264,1784447403707459900,291643580776300,16666700,17162300,17844474036915816,17844474037074599,3840,2160,0,104506,16595,1784447403705908200,291643561461600,21333300,21519700,0,0,1024,48000,2,81645,15264,1784447403707459900,291643580776800,16666700,17162400,0,0,3840,2160,0,104506,16596,1784447403705908200,291643561463500,0,100,0,0,1024,0,0,326580,260198,1784447403607459700,291643571068200,0,100,0,0,0,0,0,417944,313463,0,0,0,0,0,0,0,0,0,0,0,0,0,81645,104506,0,0,0,0,-17763000,-17763500,-90291600,-1900,-108053200
291643838266000,1,,3,0,0,1784447403983241100,291643838257500,21333300,11220900,17844474039653259,17844474039832411,1024,48000,2,81658,15267,1784447403957460400,291643830389000,16666700,16299700,17844474039416197,17844474039574604,3840,2160,0,104521,16595,1784447403983241100,291643838257600,21333300,11220600,0,0,1024,48000,2,81658,15267,1784447403957460400,291643830389500,16666700,16299700,0,0,3840,2160,0,104521,16596,1784447403983241100,291643838260600,0,200,0,0,1024,0,0,326632,260240,1784447403874126900,291643837735800,0,200,0,0,0,0,0,418008,313511,0,0,0,0,0,0,0,0,0,0,0,0,0,81658,104521,0,0,0,0,-17912200,-17912600,-90679800,-3000,-108589400
291644094455100,1,,3,0,0,1784447404239240700,291644094450700,21333300,18160800,17844474042215258,17844474042392407,1024,48000,2,81670,15273,1784447404207460900,291644080682900,16666700,16538700,17844474041917023,17844474042074609,3840,2160,0,104536,16597,1784447404239240700,291644094450800,21333300,18160700,0,0,1024,48000,2,81670,15273,1784447404207460900,291644080683300,16666700,16538600,0,0,3840,2160,0,104536,16598,1784447404239240700,291644094452100,0,100,0,0,1024,0,0,326680,260282,1784447404124127400,291644087738200,0,200,0,0,0,0,0,418068,313556,0,0,0,0,0,0,0,0,0,0,0,0,0,81670,104536,0,0,0,0,-18012000,-18012300,-90388400,-1300,-108399400
291644348502500,1,,3,0,0,1784447404473907000,291644331932700,21333300,24157400,17844474044573851,17844474044739070,1024,48000,2,81681,15276,1784447404474128100,291644347167300,16666700,16186500,17844474044582517,17844474044741281,3840,2160,0,104552,16599,1784447404473907000,291644331932800,21333300,24157300,0,0,1024,48000,2,81681,15276,1784447404474128100,291644347168000,16666700,16186800,0,0,3840,2160,0,104552,16600,1784447404473907000,291644331935100,0,100,0,0,1024,0,0,326724,260318,1784447404374127900,291644337735500,0,100,0,0,0,0,0,418128,313601,0,0,0,0,0,0,0,0,0,0,0,0,0,81681,104552,0,0,0,0,-15013500,-15014100,-90567700,-2300,-105579500
291644598838400,1,,3,0,0,1784447404729906600,291644591491800,21333300,27254800,17844474047118375,17844474047299066,1024,48000,2,81693,15278,1784447404724128600,291644597912000,16666700,17437000,17844474047083816,17844474047241286,3840,2160,0,104567,16599,1784447404729906600,291644591492200,21333300,27254800,0,0,1024,48000,2,81693,15278,1784447404724128600,291644597912500,16666700,17437000,0,0,3840,2160,0,104567,16600,1784447404729906600,291644591494800,0,200,0,0,1024,0,0,326772,260356,1784447404624128400,291644587736900,0,200,0,0,0,0,0,418188,313646,0,0,0,0,0,0,0,0,0,0,0,0,0,81693,104567,0,0,0,0,-12198200,-12198300,-89824600,-2600,-102020300
291644850684100,1,,3,0,0,1784447404985906200,291644848130500,21333300,28262400,17844474049693566,17844474049859062,1024,48000,2,81705,15288,1784447404974129100,291644849768100,16666700,19167300,17844474049583367,17844474049741291,3840,2160,0,104582,16602,1784447404985906200,291644848130700,21333300,28262300,0,0,1024,48000,2,81705,15288,1784447404974129100,291644849768700,16666700,19167700,0,0,3840,2160,0,104582,16603,1784447404985906200,291644848132700,0,100,0,0,1024,0,0,326820,260402,1784447404874128900,291644837735800,0,400,0,0,0,0,0,418248,313691,0,0,0,0,0,0,0,0,0,0,0,0,0,81705,104582,0,0,0,0,-13414700,-13415100,-87967300,-2000,-101380400
291645116032500,1,,3,0,0,1784447405241905800,291645098292600,21333300,23087300,17844474052241419,17844474052419058,1024,48000,2,81717,15293,1784447405240796300,291645115043700,16666700,17830900,17844474052250771,17844474052407963,3840,2160,0,104598,16603,1784447405241905800,291645098292700,21333300,23087300,0,0,1024,48000,2,81717,15293,1784447405240796300,291645115044200,16666700,17830900,0,0,3840,2160,0,104598,16604,1784447405241905800,291645098294900,0,200,0,0,1024,0,0,326868,260443,1784447405140796100,291645104404800,0,200,0,0,0,0,0,418312,313739,0,0,0,0,0,0,0,0,0,0,0,0,0,81717,104598,0,0,0,0,-17860600,-17861000,-89360800,-2200,-107219600
291645366047400,1,,3,0,0,1784447405497905400,291645353000800,21333300,20810200,17844474054801065,17844474054979054,1024,48000,2,81729,15295,1784447405490796800,291645364951700,16666700,16660600,17844474054751460,17844474054907968,3840,2160,0,104613,16606,1784447405497905400,291645353000900,21333300,20810200,0,0,1024,48000,2,81729,15295,1784447405490796800,291645364952400,16666700,16660800,0,0,3840,2160,0,104613,16607,1784447405497905400,291645353002700,0,100,0,0,1024,0,0,326916,260481,1784447405390796600,291645354401400,0,100,0,0,0,0,0,418372,313784,0,0,0,0,0,0,0,0,0,0,0,0,0,81729,104613,0,0,0,0,-19059500,-19060100,-89449200,-1800,-108507500
291645630800000,1,,3,0,0,1784447405775238300,291645630788500,21333300,21030000,17844474057577546,17844474057752383,1024,48000,2,81742,15300,1784447405740797300,291645614086900,16666700,17111900,17844474057250161,17844474057407973,3840,2160,0,104628,16606,1784447405775238300,291645630788800,21333300,21030200,0,0,1024,48000,2,81742,15300,1784447405740797300,291645614087200,16666700,17111700,0,0,3840,2160,0,104628,16607,1784447405775238300,291645630793900,0,600,0,0,1024,0,0,326968,260525,1784447405657463800,291645621069000,0,100,0,0,0,0,0,418436,313832,0,0,0,0,0,0,0,0,0,0,0,0,0,81742,104628,0,0,0,0,-17739400,-17739400,-90315300,-5100,-108049600
291645882293200,1,,3,0,0,1784447406009904600,291645866281300,21333300,21042100,17844474059934068,17844474060099046,1024,48000,2,81753,15303,1784447406007464500,291645881171300,16666700,16554500,17844474059918390,17844474060074645,3840,2160,0,104644,16608,1784447406009904600,291645866281500,21333300,21042300,0,0,1024,48000,2,81753,15303,1784447406007464500,291645881171900,16666700,16554500,0,0,3840,2160,0,104644,16609,1784447406009904600,291645866284400,0,200,0,0,1024,0,0,327012,260561,1784447405907464300,291645871072400,0,200,0,0,0,0,0,418496,313877,0,0,0,0,0,0,0,0,0,0,0,0,0,81753,104644,0,0,0,0,-17330100,-17330500,-89900700,-2900,-107228300
291646142285300,1,,3,0,0,1784447406287237500,291646142278000,21333300,18424600,17844474062694086,17844474062872375,1024,48000,2,81766,15308,1784447406257465000,291646130756200,16666700,16721300,17844474062420972,17844474062574650,3840,2160,0,104659,16610,1784447406287237500,291646142278200,21333300,18424500,0,0,1024,48000,2,81766,15308,1784447406257465000,291646130756600,16666700,16721400,0,0,3840,2160,0,104659,16611,1784447406287237500,291646142280600,0,100,0,0,1024,0,0,327064,260605,1784447406174131500,291646137737000,0,100,0,0,0,0,0,418560,313925,0,0,0,0,0,0,0,0,0,0,0,0,0,81766,104659,0,0,0,0,-18250700,-18250900,-90313900,-2400,-108562400
291646398432900,1,,3,0,0,1784447406543237100,291646398426300,21333300,20597600,17844474065257746,17844474065432371,1024,48000,2,81778,15308,1784447406507465500,291646381337900,16666700,17217100,17844474064917005,17844474065074655,3840,2160,0,104674,16614,1784447406543237100,291646398426500,21333300,20597700,0,0,1024,48000,2,81778,15308,1784447406507465500,291646381338300,16666700,17217000,0,0,3840,2160,0,104674,16615,1784447406543237100,291646398428600,0,200,0,0,1024,0,0,327112,260641,1784447406424132000,291646387736200,0,100,0,0,0,0,0,418620,313970,0,0,0,0,0,0,0,0,0,0,0,0,0,81778,104674,0,0,0,0,-18683200,-18683400,-89731400,-2100,-108412700
291646649007000,1,,3,0,0,1784447406777903400,291646632899900,21333300,21763600,17844474067597441,17844474067779034,1024,48000,2,81789,15312,1784447406774132700,291646647917500,16666700,16810100,17844474067581692,17844474067741327,3840,2160,0,104690,16614,1784447406777903400,291646632900300,21333300,21763700,0,0,1024,48000,2,81789,15312,1784447406774132700,291646647917800,16666700,16809400,0,0,3840,2160,0,104690,16615,1784447406777903400,291646632903500,0,200,0,0,1024,0,0,327156,260678,1784447406674132500,291646637735300,0,0,0,0,0,0,0,418680,314015,0,0,0,0,0,0,0,0,0,0,0,0,0,81789,104690,0,0,0,0,-18788300,-18788200,-89817700,-3200,-108602700
291646911516300,1,,3,0,0,1784447407055236300,291646911511900,21333300,21785100,17844474070386658,17844474070552363,1024,48000,2,81802,15315,1784447407024133200,291646897375200,16666700,14126100,17844474070085494,17844474070241332,3840,2160,0,104705,16617,1784447407055236300,291646911512100,21333300,21785200,0,0,1024,48000,2,81802,15315,1784447407024133200,291646897375700,16666700,14126200,0,0,3840,2160,0,104705,16618,1784447407055236300,291646911513400,0,100,0,0,1024,0,0,327208,260720,1784447406940799700,291646904403700,0,100,0,0,0,0,0,418744,314063,0,0,0,0,0,0,0,0,0,0,0,0,0,81802,104705,0,0,0,0,-16966400,-16966700,-90361500,-1300,-107326900
291647165569900,1,,3,0,0,1784447407289902600,291647144960900,21333300,21348000,17844474072718945,17844474072899026,1024,48000,2,81813,15320,1784447407290800400,291647164660700,16666700,17686700,17844474072749642,17844474072908004,3840,2160,0,104721,16619,1784447407289902600,291647144961100,21333300,21348000,0,0,1024,48000,2,81813,15320,1784447407290800400,291647164661200,16666700,17686700,0,0,3840,2160,0,104721,16620,1784447407289902600,291647144962700,0,100,0,0,1024,0,0,327252,260758,1784447407190800200,291647154402700,0,100,0,0,0,0,0,418804,314108,0,0,0,0,0,0,0,0,0,0,0,0,0,81813,104721,0,0,0,0,-18802000,-18802300,-89741700,-1600,-108542400
291647417288700,1,,3,0,0,1784447407545902200,291647400927300,21333300,20199800,17844474075282600,17844474075459022,1024,48000,2,81825,15320,1784447407540800900,291647416348900,16666700,18972000,17844474075251875,17844474075408009,3840,2160,0,104736,16622,1784447407545902200,291647400927500,21333300,20199600,0,0,1024,48000,2,81825,15320,1784447407540800900,291647416349900,16666700,18972600,0,0,3840,2160,0,104736,16623,1784447407545902200,291647400930100,0,200,0,0,1024,0,0,327300,260794,1784447407440800700,291647404399400,0,100,0,0,0,0,0,418864,314153,0,0,0,0,0,0,0,0,0,0,0,0,0,81825,104736,0,0,0,0,-20522900,-20523700,-88049700,-2600,-108570800
291647677697800,1,,3,0,0,1784447407823235100,291647677686500,21333300,20964100,17844474078048382,17844474078232351,1024,48000,2,81838,15324,1784447407790801400,291647665446800,16666700,17729500,17844474077755113,17844474077908014,3840,2160,0,104751,16623,1784447407823235100,291647677686800,21333300,20964200,0,0,1024,48000,2,81838,15324,1784447407790801400,291647665447700,16666700,17729900,0,0,3840,2160,0,104751,16624,1784447407823235100,291647677689500,0,100,0,0,1024,0,0,327352,260837,1784447407707467900,291647671069400,0,0,0,0,0,0,0,418928,314201,0,0,0,0,0,0,0,0,0,0,0,0,0,81838,104751,0,0,0,0,-20194000,-20194600,-88955200,-2700,-109147100
291647933429400,1,,3,0,0,1784447408057901400,291647914296500,21333300,22843600,17844474080408063,17844474080579014,1024,48000,2,81849,15326,1784447408057468600,291647932389500,16666700,17691600,17844474080421547,17844474080574686,3840,2160,0,104767,16625,1784447408057901400,291647914297000,21333300,22843900,0,0,1024,48000,2,81849,15326,1784447408057468600,291647932390300,16666700,17692000,0,0,3840,2160,0,104767,16626,1784447408057901400,291647914300700,0,100,0,0,1024,0,0,327396,260872,1784447407957468400,291647921072700,0,100,0,0,0,0,0,418988,314246,0,0,0,0,0,0,0,0,0,0,0,0,0,81849,104767,0,0,0,0,-18525800,-18526100,-88682600,-3700,-107205000
291648190230300,1,,3,0,0,1784447408335234300,291648190219400,21333300,19887700,17844474083173439,17844474083352343,1024,48000,2,81862,15326,1784447408307469100,291648180879000,16666700,16344400,17844474082921144,17844474083074691,3840,2160,0,104782,16625,1784447408335234300,291648190219700,21333300,19887700,0,0,1024,48000,2,81862,15326,1784447408307469100,291648180879700,16666700,16344700,0,0,3840,2160,0,104782,16626,1784447408335234300,291648190222500,0,400,0,0,1024,0,0,327448,260911,1784447408224135600,291648187737500,0,100,0,0,0,0,0,419052,314294,0,0,0,0,0,0,0,0,0,0,0,0,0,81862,104782,0,0,0,0,-18424800,-18425200,-90191300,-2800,-108613700
291648447707400,1,,3,0,0,1784447408591233900,291648447699100,21333300,19097200,17844474085740748,17844474085912339,1024,48000,2,81874,15328,1784447408557469600,291648431567200,16666700,17240400,17844474085418165,17844474085574696,3840,2160,0,104797,16629,1784447408591233900,291648447699300,21333300,19096700,0,0,1024,48000,2,81874,15328,1784447408557469600,291648431568200,16666700,17240900,0,0,3840,2160,0,104797,16630,1784447408591233900,291648447701900,0,200,0,0,1024,0,0,327496,260949,1784447408474136100,291648437735600,0,100,0,0,0,0,0,419112,314339,0,0,0,0,0,0,0,0,0,0,0,0,0,81874,104797,0,0,0,0,-17632400,-17633200,-89500900,-2600,-107131500
291648698846500,1,,3,0,0,1784447408825900200,291648681344900,21333300,22521000,17844474088079544,17844474088259002,1024,48000,2,81885,15330,1784447408824136800,291648697767000,16666700,15019600,17844474088084476,17844474088241368,3840,2160,0,104813,16629,1784447408825900200,291648681345400,21333300,22521400,0,0,1024,48000,2,81885,15330,1784447408824136800,291648697767900,16666700,15020000,0,0,3840,2160,0,104813,16630,1784447408825900200,291648681350800,0,400,0,0,1024,0,0,327540,260984,1784447408724136600,291648687739100,0,100,0,0,0,0,0,419172,314384,0,0,0,0,0,0,0,0,0,0,0,0,0,81885,104813,0,0,0,0,-18185500,-18185900,-89971400,-5400,-108151900
291648957971400,1,,3,0,0,1784447409103233100,291648957966800,21333300,20079500,17844474090851341,17844474091032331,1024,48000,2,81898,15332,1784447409074137300,291648947620700,16666700,16891400,17844474090582302,17844474090741373,3840,2160,0,104828,16631,1784447409103233100,291648957966900,21333300,20079000,0,0,1024,48000,2,81898,15332,1784447409074137300,291648947621000,16666700,16890900,0,0,3840,2160,0,104828,16632,1784447409103233100,291648957968300,0,100,0,0,1024,0,0,327592,261025,1784447408990803800,291648954401800,0,100,0,0,0,0,0,419236,314432,0,0,0,0,0,0,0,0,0,0,0,0,0,81898,104828,0,0,0,0,-18749700,-18749900,-90114300,-1400,-108862800
291649214275300,1,,3,0,0,1784447409359232700,291649214269500,21333300,21342400,17844474093416182,17844474093592327,1024,48000,2,81910,15338,1784447409324137800,291649196999500,16666700,16345300,17844474093083665,17844474093241378,3840,2160,0,104843,16633,1784447409359232700,291649214269600,21333300,21342200,0,0,1024,48000,2,81910,15338,1784447409324137800,291649196999900,16666700,16345300,0,0,3840,2160,0,104843,16634,1784447409359232700,291649214271000,0,100,0,0,1024,0,0,327640,261067,1784447409240804300,291649204403600,0,200,0,0,0,0,0,419296,314477,0,0,0,0,0,0,0,0,0,0,0,0,0,81910,104843,0,0,0,0,-17824900,-17825200,-90737200,-1400,-108561000
291649465179500,1,,3,0,0,1784447409593899000,291649448985500,21333300,20265600,17844474095758529,17844474095938990,1024,48000,2,81921,15341,1784447409590805000,291649464233200,16666700,16275600,17844474095750497,17844474095908050,3840,2160,0,104859,16638,1784447409593899000,291649448985500,21333300,20265200,0,0,1024,48000,2,81921,15341,1784447409590805000,291649464233700,16666700,16275400,0,0,3840,2160,0,104859,16639,1784447409593899000,291649448987700,0,100,0,0,1024,0,0,327684,261103,1784447409490804800,291649454413900,0,100,0,0,0,0,0,419356,314522,0,0,0,0,0,0,0,0,0,0,0,0,0,81921,104859,0,0,0,0,-18341700,-18342200,-90180400,-2200,-108520400
291649726090700,1,,3,0,0,1784447409871231900,291649726083700,21333300,21507000,17844474098536380,17844474098712319,1024,48000,2,81934,15348,1784447409840805500,291649713493800,16666700,16223400,17844474098250343,17844474098408055,3840,2160,0,104874,16638,1784447409871231900,291649726083900,21333300,21506800,0,0,1024,48000,2,81934,15348,1784447409840805500,291649713494400,16666700,16223500,0,0,3840,2160,0,104874,16639,1784447409871231900,291649726086100,0,400,0,0,1024,0,0,327736,261149,1784447409757472000,291649721072400,0,400,0,0,0,0,0,419420,314570,0,0,0,0,0,0,0,0,0,0,0,0,0,81934,104874,0,0,0,0,-17836500,-17836900,-90911500,-2200,-108746200
291649981754900,1,,3,0,0,1784447410105898200,291649961056200,21333300,20559300,17844474100886389,17844474101058982,1024,48000,2,81945,15350,1784447410107472700,291649980848800,16666700,7055200,17844474100916810,17844474101074727,3840,2160,0,104890,16645,1784447410105898200,291649961056400,21333300,20559200,0,0,1024,48000,2,81945,15350,1784447410107472700,291649980849200,16666700,7055100,0,0,3840,2160,0,104890,16646,1784447410105898200,291649961058200,0,200,0,0,1024,0,0,327780,261184,1784447410007472500,291649971064600,0,100,0,0,0,0,0,419480,314615,0,0,0,0,0,0,0,0,0,0,0,0,0,81945,104890,0,0,0,0,-18218100,-18218300,-90215600,-1800,-108432100
291650242299700,1,,3,0,0,1784447410361897800,291650216548800,21333300,20889600,17844474103437662,17844474103618978,1024,48000,2,81957,15354,1784447410357473200,291650241136900,16666700,26405000,17844474103417517,17844474103574732,3840,2160,0,104905,16650,1784447410361897800,291650216549000,21333300,20889500,0,0,1024,48000,2,81957,15354,1784447410357473200,291650241137300,16666700,26405000,0,0,3840,2160,0,104905,16651,1784447410361897800,291650216550900,0,100,0,0,1024,0,0,327828,261224,1784447410274139700,291650237736200,0,0,0,0,0,0,0,419544,314663,0,0,0,0,0,0,0,0,0,0,0,0,0,81958,104905,0,0,1,0,-29012700,-29012900,-79932400,-1900,-108943400
291650494235700,1,,3,0,0,1784447410639230700,291650494230700,21333300,21061000,17844474106215094,17844474106392307,1024,48000,2,81970,15360,1784447410607473700,291650480140200,16666700,15243100,17844474105917653,17844474106074737,3840,2160,0,104920,16651,1784447410639230700,291650494230800,21333300,21060800,0,0,1024,48000,2,81970,15360,1784447410607473700,291650480140800,16666700,15243100,0,0,3840,2160,0,104920,16652,1784447410639230700,291650494232400,0,0,0,0,1024,0,0,327880,261269,1784447410524140200,291650487739300,0,100,0,0,0,0,0,419604,314708,0,0,0,0,0,0,0,0,0,0,0,0,0,81970,104920,0,0,0,0,-17666500,-17667000,-90932000,-1600,-108597400
291650749192100,1,,3,0,0,1784447410873897000,291650728689500,21333300,21027700,17844474108559854,17844474108738970,1024,48000,2,81981,15366,1784447410874140900,291650748107000,16666700,17668600,17844474108587739,17844474108741409,3840,2160,0,104936,16657,1784447410873897000,291650728689800,21333300,21027700,0,0,1024,48000,2,81981,15366,1784447410874140900,291650748107200,16666700,17667500,0,0,3840,2160,0,104936,16658,1784447410873897000,291650728692200,0,200,0,0,1024,0,0,327924,261308,1784447410774140700,291650737737100,0,100,0,0,0,0,0,419664,314753,0,0,0,0,0,0,0,0,0,0,0,0,0,81981,104936,0,0,0,0,-19173600,-19173500,-89630100,-2400,-108801200
291651006826900,1,,3,0,0,1784447411151229900,291651006819100,21333300,20697700,17844474111329668,17844474111512299,1024,48000,2,81994,15372,1784447411124141400,291650997758300,16666700,17236500,17844474111081096,17844474111241414,3840,2160,0,104951,16659,1784447411151229900,291651006819600,21333300,20698000,0,0,1024,48000,2,81994,15372,1784447411124141400,291650997758800,16666700,17236500,0,0,3840,2160,0,104951,16660,1784447411151229900,291651006823000,0,0,0,0,1024,0,0,327976,261353,1784447411040807900,291651004403600,0,0,0,0,0,0,0,419728,314801,0,0,0,0,0,0,0,0,0,0,0,0,0,81994,104951,0,0,0,0,-18027700,-18027700,-89978300,-3400,-108002600
291651263267300,1,,3,0,0,1784447411407229500,291651263262000,21333300,22497200,17844474113907204,17844474114072295,1024,48000,2,82006,15378,1784447411374141900,291651248205500,16666700,16772400,17844474113588079,17844474113741419,3840,2160,0,104966,16659,1784447411407229500,291651263262100,21333300,22497100,0,0,1024,48000,2,82006,15378,1784447411374141900,291651248206200,16666700,16772800,0,0,3840,2160,0,104966,16660,1784447411407229500,291651263263900,0,0,0,0,1024,0,0,328024,261395,1784447411290808400,291651254403900,0,100,0,0,0,0,0,419788,314846,0,0,0,0,0,0,0,0,0,0,0,0,0,82006,104966,0,0,0,0,-18031100,-18031700,-89531200,-1800,-107561100
291651515644300,1,,3,0,0,1784447411641895800,291651497398100,21333300,20992200,17844474116240409,17844474116418958,1024,48000,2,82017,15379,1784447411640809100,291651514658300,16666700,16902800,17844474116254174,17844474116408091,3840,2160,0,104982,16665,1784447411641895800,291651497398500,21333300,20992300,0,0,1024,48000,2,82017,15379,1784447411640809100,291651514658700,16666700,16902700,0,0,3840,2160,0,104982,16666,1784447411641895800,291651497403300,0,200,0,0,1024,0,0,328068,261429,1784447411540808900,291651504405700,0,100,0,0,0,0,0,419848,314891,0,0,0,0,0,0,0,0,0,0,0,0,0,82017,104982,0,0,0,0,-18346900,-18346900,-89747200,-4800,-108089300
291651765833600,1,,3,0,0,1784447411897895400,291651752153600,21333300,20603000,17844474118797568,17844474118978954,1024,48000,2,82029,15381,1784447411890809600,291651764945800,16666700,17365400,17844474118752542,17844474118908096,3840,2160,0,104997,16673,1784447411897895400,291651752153900,21333300,20603200,0,0,1024,48000,2,82029,15381,1784447411890809600,291651764946200,16666700,17365400,0,0,3840,2160,0,104997,16674,1784447411897895400,291651752156200,0,100,0,0,1024,0,0,328116,261467,1784447411790809400,291651754402500,0,100,0,0,0,0,0,419908,314936,0,0,0,0,0,0,0,0,0,0,0,0,0,82029,104997,0,0,0,0,-19878000,-19878100,-89456500,-2300,-109332300
291652016209300,1,,3,0,0,1784447412153895000,291652008392700,21333300,18846800,17844474121356957,17844474121538950,1024,48000,2,82041,15382,1784447412140810100,291652015318300,16666700,16731500,17844474121256213,17844474121408101,3840,2160,0,105012,16677,1784447412153895000,291652008392800,21333300,18846600,0,0,1024,48000,2,82041,15382,1784447412140810100,291652015318700,16666700,16731500,0,0,3840,2160,0,105012,16678,1784447412153895000,291652008394300,0,100,0,0,1024,0,0,328164,261504,1784447412040809900,291652004404100,0,100,0,0,0,0,0,419968,314981,0,0,0,0,0,0,0,0,0,0,0,0,0,82041,105012,0,0,0,0,-20010500,-20010800,-89085600,-1500,-109094900
