sample_wall_ns,session,event,event_generation,event_wall_ns,overwritten_samples,capture_audio_timestamp_ns,capture_audio_wall_ns,capture_audio_timestamp_delta_ns,capture_audio_wall_delta_ns,capture_audio_ndi_timestamp_100ns,capture_audio_ndi_timecode_100ns,capture_audio_frames,capture_audio_sample_rate,capture_audio_channels,capture_audio_observations,capture_audio_pacing_anomalies,capture_video_timestamp_ns,capture_video_wall_ns,capture_video_timestamp_delta_ns,capture_video_wall_delta_ns,capture_video_ndi_timestamp_100ns,capture_video_ndi_timecode_100ns,capture_video_width,capture_video_height,capture_video_unused,capture_video_observations,capture_video_pacing_anomalies,output_audio_timestamp_ns,output_audio_wall_ns,output_audio_timestamp_delta_ns,output_audio_wall_delta_ns,output_audio_ndi_timestamp_100ns,output_audio_ndi_timecode_100ns,output_audio_frames,output_audio_sample_rate,output_audio_channels,output_audio_observations,output_audio_pacing_anomalies,output_video_timestamp_ns,output_video_wall_ns,output_video_timestamp_delta_ns,output_video_wall_delta_ns,output_video_ndi_timestamp_100ns,output_video_ndi_timecode_100ns,output_video_width,output_video_height,output_video_unused,output_video_observations,output_video_pacing_anomalies,filtered_audio_timestamp_ns,filtered_audio_wall_ns,filtered_audio_timestamp_delta_ns,filtered_audio_wall_delta_ns,filtered_audio_ndi_timestamp_100ns,filtered_audio_ndi_timecode_100ns,filtered_audio_frames,filtered_audio_unused_a,filtered_audio_unused_b,filtered_audio_observations,filtered_audio_pacing_anomalies,selected_video_timestamp_ns,selected_video_wall_ns,selected_video_timestamp_delta_ns,selected_video_wall_delta_ns,selected_video_ndi_timestamp_100ns,selected_video_ndi_timecode_100ns,selected_video_unused_a,selected_video_unused_b,selected_video_unused_c,selected_video_observations,selected_video_pacing_anomalies,mode,receiver_epoch_ns,next_audio_deadline_ns,next_video_deadline_ns,cumulative_audio_frames,video_ticks,audio_deadline_error_ns,video_deadline_error_ns,audio_catchups,video_catchups,repeated_video_frames,empty_audio_pulls,empty_video_pulls,ndi_total_audio_frames,ndi_total_video_frames,ndi_dropped_audio_frames,ndi_dropped_video_frames,ndi_queued_audio_frames,ndi_queued_video_frames,capture_video_minus_capture_audio_projected_ns,output_video_minus_output_audio_projected_ns,selected_video_minus_output_video_projected_ns,filtered_audio_minus_output_audio_projected_ns,selected_video_minus_filtered_audio_projected_ns
291027985305400,1,,3,0,0,1784446788090870100,291027964718700,21333300,21863100,17844467880725713,17844467880908701,1024,48000,2,52788,9313,1784446788090603700,291027984320800,16666700,17293500,17844467880756788,17844467880906037,3840,2160,0,67569,9850,1784446788090870100,291027964719000,21333300,21863100,0,0,1024,48000,2,52788,9314,1784446788090603700,291027984321200,16666700,17293600,0,0,3840,2160,0,67569,9851,1784446788090870100,291027964722000,0,200,0,0,1024,0,0,211152,167678,1784446788007270200,291027971110200,0,100,0,0,0,0,0,270252,202692,0,0,0,0,0,0,0,0,0,0,0,0,0,52789,67569,0,0,1,0,-19868500,-19868600,-70122500,-3000,-89988100
291028242549300,1,,3,0,0,1784446788368203000,291028242542300,21333300,22658700,17844467883504358,17844467883682030,1024,48000,2,52801,9315,1784446788340604200,291028233301200,16666700,16221800,17844467883247038,17844467883406042,3840,2160,0,67584,9857,1784446788368203000,291028242542500,21333300,22658700,0,0,1024,48000,2,52801,9316,1784446788340604200,291028233301600,16666700,16221800,0,0,3840,2160,0,67584,9858,1784446788368203000,291028242545000,0,200,0,0,1024,0,0,211204,167719,1784446788273937400,291028237762000,0,200,0,0,0,0,0,270316,202740,0,0,0,0,0,0,0,0,0,0,0,0,0,52801,67584,0,0,0,0,-18357700,-18357900,-71127200,-2500,-89482600
291028497667300,1,,3,0,0,1784446788624202600,291028497661900,21333300,21721700,17844467886058829,17844467886242026,1024,48000,2,52813,9320,1784446788590604700,291028484400600,16666700,18020700,17844467885752637,17844467885906047,3840,2160,0,67599,9864,1784446788624202600,291028497661900,21333300,21721400,0,0,1024,48000,2,52813,9321,1784446788590604700,291028484400900,16666700,18020300,0,0,3840,2160,0,67599,9865,1784446788624202600,291028497663900,0,200,0,0,1024,0,0,211252,167760,1784446788523937900,291028487764100,0,200,0,0,0,0,0,270376,202785,0,0,0,0,0,0,0,0,0,0,0,0,0,52813,67599,0,0,0,0,-20336600,-20336900,-70030000,-2000,-90364900
291028752662000,1,,3,0,0,1784446788858868900,291028732879000,21333300,20294500,17844467888410187,17844467888588689,1024,48000,2,52824,9320,1784446788857271900,291028750955400,16666700,16688800,17844467888421317,17844467888572719,3840,2160,0,67615,9864,1784446788858868900,291028732879400,21333300,20294800,0,0,1024,48000,2,52824,9321,1784446788857271900,291028750956200,16666700,16689300,0,0,3840,2160,0,67615,9865,1784446788858868900,291028732883500,0,200,0,0,1024,0,0,211296,167793,1784446788773938400,291028737762300,0,100,0,0,0,0,0,270436,202830,0,0,0,0,0,0,0,0,0,0,0,0,0,52824,67615,0,0,0,0,-19673400,-19673800,-70139600,-4100,-89809300
291029003275400,1,,3,0,0,1784446789114868500,291028988332000,21333300,21503000,17844467890961724,17844467891148685,1024,48000,2,52836,9322,1784446789107272400,291029001114500,16666700,17792600,17844467890919929,17844467891072724,3840,2160,0,67630,9866,1784446789114868500,291028988332300,21333300,21502800,0,0,1024,48000,2,52836,9323,1784446789107272400,291029001115400,16666700,17792700,0,0,3840,2160,0,67630,9867,1784446789114868500,291028988335900,0,300,0,0,1024,0,0,211344,167831,1784446789023938900,291028987763500,0,100,0,0,0,0,0,270496,202875,0,0,0,0,0,0,0,0,0,0,0,0,0,52836,67630,0,0,0,0,-20378600,-20379200,-69981600,-3600,-90357200
291029266652200,1,,3,0,0,1784446789392201400,291029266643500,21333300,21508400,17844467893740922,17844467893922014,1024,48000,2,52849,9322,1784446789357272900,291029251050400,16666700,18015300,17844467893414743,17844467893572729,3840,2160,0,67645,9866,1784446789392201400,291029266643800,21333300,21508500,0,0,1024,48000,2,52849,9323,1784446789357272900,291029251050800,16666700,18015200,0,0,3840,2160,0,67645,9867,1784446789392201400,291029266646800,0,100,0,0,1024,0,0,211396,167870,1784446789290606100,291029254434000,0,100,0,0,0,0,0,270560,202923,0,0,0,0,0,0,0,0,0,0,0,0,0,52849,67645,0,0,0,0,-19335400,-19335500,-70050000,-3000,-89382500
291029517218300,1,,3,0,0,1784446789626867700,291029499443000,21333300,20728700,17844467896075296,17844467896268677,1024,48000,2,52860,9324,1784446789623940100,291029516173800,16666700,16378600,17844467896081270,17844467896239401,3840,2160,0,67661,9870,1784446789626867700,291029499443300,21333300,20728800,0,0,1024,48000,2,52860,9325,1784446789623940100,291029516174400,16666700,16378900,0,0,3840,2160,0,67661,9871,1784446789626867700,291029499447500,0,500,0,0,1024,0,0,211440,167905,1784446789540606600,291029504434600,0,200,0,0,0,0,0,270620,202968,0,0,0,0,0,0,0,0,0,0,0,0,0,52860,67661,0,0,0,0,-19658400,-19658700,-71593700,-4200,-91248200
291029768512700,1,,3,0,0,1784446789882867300,291029755603700,21333300,20629400,17844467898635631,17844467898828673,1024,48000,2,52872,9326,1784446789873940600,291029767441600,16666700,16883400,17844467898584794,17844467898739406,3840,2160,0,67676,9872,1784446789882867300,291029755603800,21333300,20629500,0,0,1024,48000,2,52872,9327,1784446789873940600,291029767442500,16666700,16883900,0,0,3840,2160,0,67676,9873,1784446789882867300,291029755606600,0,100,0,0,1024,0,0,211488,167943,1784446789790607100,291029754436400,0,100,0,0,0,0,0,270680,203013,0,0,0,0,0,0,0,0,0,0,0,0,0,52872,67676,0,0,0,0,-20764600,-20765400,-70327400,-2800,-91090000
291030035536900,1,,3,0,0,1784446790138866900,291030012502500,21333300,21591800,17844467901204440,17844467901388669,1024,48000,2,52884,9328,1784446790140607800,291030033392200,16666700,16632100,17844467901247505,17844467901406078,3840,2160,0,67692,9874,1784446790138866900,291030012502700,21333300,21591700,0,0,1024,48000,2,52884,9329,1784446790140607800,291030033393000,16666700,16632200,0,0,3840,2160,0,67692,9875,1784446790138866900,291030012504000,0,0,0,0,1024,0,0,211536,167981,1784446790057274300,291030021094900,0,100,0,0,0,0,0,270744,203061,0,0,0,0,0,0,0,0,0,0,0,0,0,52885,67692,0,0,1,0,-19148800,-19149400,-71035400,-1300,-90183500
291030289007200,1,,3,0,0,1784446790416199800,291030288998500,21333300,20534400,17844467903969178,17844467904161998,1024,48000,2,52897,9328,1784446790390608300,291030283020900,16666700,16624800,17844467903751219,17844467903906083,3840,2160,0,67707,9878,1784446790416199800,291030288998800,21333300,20534400,0,0,1024,48000,2,52897,9329,1784446790390608300,291030283021600,16666700,16625000,0,0,3840,2160,0,67707,9879,1784446790416199800,291030289001400,0,100,0,0,1024,0,0,211588,168020,1784446790323941500,291030287762400,0,100,0,0,0,0,0,270808,203109,0,0,0,0,0,0,0,0,0,0,0,0,0,52897,67707,0,0,0,0,-19613900,-19614300,-71407600,-2600,-91019300
291030545862300,1,,3,0,0,1784446790672199400,291030545854200,21333300,21481700,17844467906538309,17844467906721994,1024,48000,2,52909,9330,1784446790640608800,291030533037500,16666700,16635900,17844467906251286,17844467906406088,3840,2160,0,67722,9880,1784446790672199400,291030545854400,21333300,21481700,0,0,1024,48000,2,52909,9331,1784446790640608800,291030533038200,16666700,16636200,0,0,3840,2160,0,67722,9881,1784446790672199400,291030545857500,0,200,0,0,1024,0,0,211636,168058,1784446790573942000,291030537766500,0,400,0,0,0,0,0,270868,203154,0,0,0,0,0,0,0,0,0,0,0,0,0,52909,67722,0,0,0,0,-18773900,-18774400,-71395100,-3100,-90166400
291030800777800,1,,3,0,0,1784446790906865700,291030779579700,21333300,20772200,17844467908877134,17844467909068657,1024,48000,2,52920,9332,1784446790907276000,291030799789600,16666700,15537600,17844467908916869,17844467909072760,3840,2160,0,67738,9886,1784446790906865700,291030779579900,21333300,20772000,0,0,1024,48000,2,52920,9333,1784446790907276000,291030799790000,16666700,15537500,0,0,3840,2160,0,67738,9887,1784446790906865700,291030779582800,0,0,0,0,1024,0,0,211680,168093,1784446790823942500,291030787762800,0,100,0,0,0,0,0,270928,203199,0,0,0,0,0,0,0,0,0,0,0,0,0,52920,67738,0,0,0,0,-19799600,-19799800,-71306300,-2900,-91103200
291031057415900,1,,3,0,0,1784446791184198600,291031057410200,21333300,21442800,17844467911653914,17844467911841986,1024,48000,2,52933,9336,1784446791157276500,291031049488100,16666700,15998800,17844467911414300,17844467911572765,3840,2160,0,67753,9890,1784446791184198600,291031057410300,21333300,21442800,0,0,1024,48000,2,52933,9337,1784446791157276500,291031049488400,16666700,15998000,0,0,3840,2160,0,67753,9891,1784446791184198600,291031057412200,0,100,0,0,1024,0,0,211732,168136,1784446791090609700,291031054426600,0,100,0,0,0,0,0,270992,203247,0,0,0,0,0,0,0,0,0,0,0,0,0,52933,67753,0,0,0,0,-19000000,-19000200,-71605000,-1900,-90603300
291031313217100,1,,3,0,0,1784446791440198200,291031313209100,21333300,21600600,17844467914211900,17844467914401982,1024,48000,2,52945,9336,1784446791407277000,291031299981700,16666700,16697100,17844467913915255,17844467914072770,3840,2160,0,67768,9890,1784446791440198200,291031313209200,21333300,21600400,0,0,1024,48000,2,52945,9337,1784446791407277000,291031299982100,16666700,16696400,0,0,3840,2160,0,67768,9891,1784446791440198200,291031313212000,0,300,0,0,1024,0,0,211780,168172,1784446791340610200,291031304426100,0,100,0,0,0,0,0,271052,203292,0,0,0,0,0,0,0,0,0,0,0,0,0,52945,67768,0,0,0,0,-19693800,-19694100,-71110800,-2800,-90802100
291031568555900,1,,3,0,0,1784446791674864500,291031552931000,21333300,26054900,17844467916574490,17844467916748645,1024,48000,2,52956,9337,1784446791673944200,291031567386100,16666700,13011700,17844467916583364,17844467916739442,3840,2160,0,67784,9892,1784446791674864500,291031552931100,21333300,26054800,0,0,1024,48000,2,52956,9338,1784446791673944200,291031567386900,16666700,13011400,0,0,3840,2160,0,67784,9893,1784446791674864500,291031552933100,0,100,0,0,1024,0,0,211824,168206,1784446791590610700,291031554441700,0,100,0,0,0,0,0,271112,203337,0,0,0,0,0,0,0,0,0,0,0,0,0,52956,67784,0,0,0,0,-15375400,-15376100,-70388300,-2000,-85762400
291031818646600,1,,3,0,0,1784446791930864100,291031803504600,21333300,20880400,17844467919115126,17844467919308641,1024,48000,2,52968,9338,1784446791923944700,291031817203800,16666700,16780300,17844467919088175,17844467919239447,3840,2160,0,67799,9892,1784446791930864100,291031803504800,21333300,20880000,0,0,1024,48000,2,52968,9339,1784446791923944700,291031817204100,16666700,16780000,0,0,3840,2160,0,67799,9893,1784446791930864100,291031803507200,0,200,0,0,1024,0,0,211872,168243,1784446791840611200,291031804430500,0,0,0,0,0,0,0,271172,203382,0,0,0,0,0,0,0,0,0,0,0,0,0,52968,67799,0,0,0,0,-20618600,-20618700,-70559900,-2400,-91176200
291032069622700,1,,3,0,0,1784446792186863700,291032060889500,21333300,22691000,17844467921689031,17844467921868637,1024,48000,2,52980,9338,1784446792173945200,291032068610300,16666700,18725700,17844467921582801,17844467921739452,3840,2160,0,67814,9895,1784446792186863700,291032060889600,21333300,22690900,0,0,1024,48000,2,52980,9339,1784446792173945200,291032068611100,16666700,18726000,0,0,3840,2160,0,67814,9896,1784446792186863700,291032060891200,0,100,0,0,1024,0,0,211920,168279,1784446792090611700,291032054426600,0,100,0,0,0,0,0,271232,203427,0,0,0,0,0,0,0,0,0,0,0,0,0,52980,67814,0,0,0,0,-20639300,-20640000,-69149000,-1600,-89787400
291032333958500,1,,3,0,0,1784446792442863300,291032318297600,21333300,23436700,17844467924244011,17844467924428633,1024,48000,2,52992,9341,1784446792440612400,291032332962600,16666700,16120200,17844467924247778,17844467924406124,3840,2160,0,67830,9897,1784446792442863300,291032318297600,21333300,23436500,0,0,1024,48000,2,52992,9342,1784446792440612400,291032332963200,16666700,16120300,0,0,3840,2160,0,67830,9898,1784446792442863300,291032318300800,0,300,0,0,1024,0,0,211968,168318,1784446792357278900,291032321093700,0,100,0,0,0,0,0,271296,203475,0,0,0,0,0,0,0,0,0,0,0,0,0,52992,67830,0,0,0,0,-16915900,-16916500,-71464000,-3200,-88377300
291032584054400,1,,3,0,0,1784446792698862900,291032571645500,21333300,18801600,17844467926796400,17844467926988629,1024,48000,2,53004,9342,1784446792690612900,291032583171100,16666700,16343700,17844467926749390,17844467926906129,3840,2160,0,67845,9899,1784446792698862900,291032571645800,21333300,18801700,0,0,1024,48000,2,53004,9343,1784446792690612900,291032583171400,16666700,16343000,0,0,3840,2160,0,67845,9900,1784446792698862900,291032571652500,0,500,0,0,1024,0,0,212016,168355,1784446792607279400,291032571096800,0,100,0,0,0,0,0,271356,203520,0,0,0,0,0,0,0,0,0,0,0,0,0,53004,67845,0,0,0,0,-19775600,-19775600,-71258900,-6700,-91027800
291032850640300,1,,3,0,0,1784446792954862500,291032827838200,21333300,21318500,17844467929358721,17844467929548625,1024,48000,2,53016,9342,1784446792957280100,291032849509300,16666700,16437000,17844467929420171,17844467929572801,3840,2160,0,67861,9899,1784446792954862500,291032827838500,21333300,21318600,0,0,1024,48000,2,53016,9343,1784446792957280100,291032849510400,16666700,16437700,0,0,3840,2160,0,67861,9900,1784446792954862500,291032827840500,0,100,0,0,1024,0,0,212064,168391,1784446792873946600,291032837758900,0,100,0,0,0,0,0,271420,203568,0,0,0,0,0,0,0,0,0,0,0,0,0,53017,67861,0,0,1,0,-19253500,-19254300,-71582000,-2000,-90834300
291033101140100,1,,3,0,0,1784446793210862100,291033083303600,21333300,20275900,17844467931915036,17844467932108621,1024,48000,2,53028,9342,1784446793207280600,291033100130800,16666700,16035300,17844467931916636,17844467932072806,3840,2160,0,67876,9899,1784446793210862100,291033083303800,21333300,20276000,0,0,1024,48000,2,53028,9343,1784446793207280600,291033100132200,16666700,16036000,0,0,3840,2160,0,67876,9900,1784446793210862100,291033083307100,0,200,0,0,1024,0,0,212112,168427,1784446793123947100,291033087760600,0,0,0,0,0,0,0,271480,203613,0,0,0,0,0,0,0,0,0,0,0,0,0,53028,67876,0,0,0,0,-20408700,-20409900,-70961900,-3300,-91368500
291033361332000,1,,3,0,0,1784446793488195000,291033361324200,21333300,21421400,17844467934693703,17844467934881950,1024,48000,2,53041,9344,1784446793457281100,291033349362300,16666700,16455700,17844467934417212,17844467934572811,3840,2160,0,67891,9901,1784446793488195000,291033361324500,21333300,21421500,0,0,1024,48000,2,53041,9345,1784446793457281100,291033349362900,16666700,16456000,0,0,3840,2160,0,67891,9902,1784446793488195000,291033361327000,0,200,0,0,1024,0,0,212164,168468,1784446793390614300,291033354429300,0,200,0,0,0,0,0,271544,203661,0,0,0,0,0,0,0,0,0,0,0,0,0,53041,67891,0,0,0,0,-18952000,-18952300,-71733200,-2500,-90683000
291033616646200,1,,3,0,0,1784446793722861300,291033595676800,21333300,20763600,17844467937037372,17844467937228613,1024,48000,2,53052,9346,1784446793723948300,291033615787300,16666700,15900700,17844467937081954,17844467937239483,3840,2160,0,67907,9903,1784446793722861300,291033595677100,21333300,20763700,0,0,1024,48000,2,53052,9347,1784446793723948300,291033615787600,16666700,15900300,0,0,3840,2160,0,67907,9904,1784446793722861300,291033595680700,0,500,0,0,1024,0,0,212208,168503,1784446793640614800,291033604429300,0,200,0,0,0,0,0,271604,203706,0,0,0,0,0,0,0,0,0,0,0,0,0,53052,67907,0,0,0,0,-19023500,-19023500,-71975200,-3600,-90995100
291033867025500,1,,3,0,0,1784446793978860900,291033851629800,21333300,21131200,17844467939596265,17844467939788609,1024,48000,2,53064,9346,1784446793973948800,291033866158000,16666700,16341900,17844467939581926,17844467939739488,3840,2160,0,67922,9903,1784446793978860900,291033851629900,21333300,21131000,0,0,1024,48000,2,53064,9347,1784446793973948800,291033866158400,16666700,16341200,0,0,3840,2160,0,67922,9904,1784446793978860900,291033851634000,0,300,0,0,1024,0,0,212256,168539,1784446793890615300,291033854427600,0,100,0,0,0,0,0,271664,203751,0,0,0,0,0,0,0,0,0,0,0,0,0,53064,67922,0,0,0,0,-19440300,-19440600,-71602700,-4100,-91039200
291034117316300,1,,3,0,0,1784446794234860500,291034108340800,21333300,22255900,17844467942164170,17844467942348605,1024,48000,2,53076,9346,1784446794223949300,291034116461700,16666700,16544800,17844467942082279,17844467942239493,3840,2160,0,67937,9907,1784446794234860500,291034108340900,21333300,22255900,0,0,1024,48000,2,53076,9347,1784446794223949300,291034116462200,16666700,16544600,0,0,3840,2160,0,67937,9908,1784446794234860500,291034108343300,0,200,0,0,1024,0,0,212304,168575,1784446794140615800,291034104431100,0,200,0,0,0,0,0,271724,203796,0,0,0,0,0,0,0,0,0,0,0,0,0,53076,67937,0,0,0,0,-19032100,-19032500,-71302400,-2400,-90332500
291034367467300,1,,3,0,0,1784446794490860100,291034364102500,21333300,20197400,17844467944721781,17844467944908601,1024,48000,2,53088,9348,1784446794473949800,291034366539500,16666700,16927100,17844467944580804,17844467944739498,3840,2160,0,67952,9909,1784446794490860100,291034364102600,21333300,20197400,0,0,1024,48000,2,53088,9349,1784446794473949800,291034366540000,16666700,16926700,0,0,3840,2160,0,67952,9910,1784446794490860100,291034364105100,0,200,0,0,1024,0,0,212352,168613,1784446794390616300,291034354427900,0,100,0,0,0,0,0,271784,203841,0,0,0,0,0,0,0,0,0,0,0,0,0,53088,67952,0,0,0,0,-19347300,-19347700,-71221400,-2500,-90566600
291034620026300,1,,3,0,0,1784446794746859700,291034620019400,21333300,21848700,17844467947281168,17844467947468597,1024,48000,2,53100,9348,1784446794723950300,291034615998000,16666700,16331000,17844467947082273,17844467947239503,3840,2160,0,67967,9911,1784446794746859700,291034620019700,21333300,21848500,0,0,1024,48000,2,53100,9349,1784446794723950300,291034615998400,16666700,16330800,0,0,3840,2160,0,67967,9912,1784446794746859700,291034620021800,0,100,0,0,1024,0,0,212400,168649,1784446794640616800,291034604429000,0,100,0,0,0,0,0,271844,203886,0,0,0,0,0,0,0,0,0,0,0,0,0,53100,67967,0,0,0,0,-18888000,-18888100,-71764100,-2100,-90650100
291034877201300,1,,3,0,0,1784446795002859300,291034877191000,21333300,22648000,17844467949851682,17844467950028593,1024,48000,2,53112,9348,1784446794973950800,291034867147200,16666700,17595400,17844467949583127,17844467949739508,3840,2160,0,67982,9911,1784446795002859300,291034877191600,21333300,22648600,0,0,1024,48000,2,53112,9349,1784446794973950800,291034867147700,16666700,17595300,0,0,3840,2160,0,67982,9912,1784446795002859300,291034877196000,0,0,0,0,1024,0,0,212448,168685,1784446794907284000,291034871095700,0,100,0,0,0,0,0,271908,203934,0,0,0,0,0,0,0,0,0,0,0,0,0,53112,67982,0,0,0,0,-18864700,-18864600,-70614800,-4400,-89475000
291035131577400,1,,3,0,0,1784446795258858900,291035131539800,21333300,21196300,17844467952398230,17844467952588589,1024,48000,2,53124,9350,1784446795223951300,291035116659100,16666700,16461300,17844467952081050,17844467952239513,3840,2160,0,67997,9913,1784446795258858900,291035131540400,21333300,21196800,0,0,1024,48000,2,53124,9351,1784446795223951300,291035116659400,16666700,16460600,0,0,3840,2160,0,67997,9914,1784446795258858900,291035131545000,0,200,0,0,1024,0,0,212496,168723,1784446795157284500,291035121092900,0,200,0,0,0,0,0,271968,203979,0,0,0,0,0,0,0,0,0,0,0,0,0,53124,67997,0,0,0,0,-20026900,-20026600,-71100300,-4600,-91122300
291035384154400,1,,3,0,0,1784446795493525200,291035367067600,21333300,22327700,17844467954743632,17844467954935252,1024,48000,2,53135,9354,1784446795490618500,291035383149300,16666700,17067000,17844467954750228,17844467954906185,3840,2160,0,68013,9917,1784446795493525200,291035367067700,21333300,22327500,0,0,1024,48000,2,53135,9355,1784446795490618500,291035383150200,16666700,17067400,0,0,3840,2160,0,68013,9918,1784446795493525200,291035367070800,0,200,0,0,1024,0,0,212540,168760,1784446795407285000,291035371093600,0,200,0,0,0,0,0,272028,204024,0,0,0,0,0,0,0,0,0,0,0,0,0,53135,68013,0,0,0,0,-18988400,-18989200,-71276900,-3100,-90263000
291035634662900,1,,3,0,0,1784446795749524800,291035622084900,21333300,21177000,17844467957301781,17844467957495248,1024,48000,2,53147,9354,1784446795740619000,291035633667700,16666700,16160500,17844467957249232,17844467957406190,3840,2160,0,68028,9917,1784446795749524800,291035622085000,21333300,21176800,0,0,1024,48000,2,53147,9355,1784446795740619000,291035633668300,16666700,16160500,0,0,3840,2160,0,68028,9918,1784446795749524800,291035622087900,0,0,0,0,1024,0,0,212588,168796,1784446795657285500,291035621093700,0,100,0,0,0,0,0,272088,204069,0,0,0,0,0,0,0,0,0,0,0,0,0,53147,68028,0,0,0,0,-20488600,-20489100,-70758900,-2900,-91245100
291035900228700,1,,3,0,0,1784446796005524400,291035878547900,21333300,5750600,17844467959866334,17844467960055244,1024,48000,2,53159,9356,1784446796007286200,291035899160900,16666700,16299100,17844467959913556,17844467960072862,3840,2160,0,68044,9921,1784446796005524400,291035878548600,21333300,5751200,0,0,1024,48000,2,53159,9357,1784446796007286200,291035899161400,16666700,16299200,0,0,3840,2160,0,68044,9922,1784446796005524400,291035878553400,0,200,0,0,1024,0,0,212636,168834,1784446795923952700,291035887764200,0,100,0,0,0,0,0,272152,204117,0,0,0,0,0,0,0,0,0,0,0,0,0,53160,68044,0,0,1,0,-18851200,-18851000,-71936300,-4800,-90782500
291036151211700,1,,3,0,0,1784446796261524000,291036135665600,21333300,22367400,17844467962438149,17844467962615240,1024,48000,2,53171,9356,1784446796257286700,291036150123600,16666700,17217400,17844467962414530,17844467962572867,3840,2160,0,68059,9923,1784446796261524000,291036135665700,21333300,22367400,0,0,1024,48000,2,53171,9357,1784446796257286700,291036150124100,16666700,17217200,0,0,3840,2160,0,68059,9924,1784446796261524000,291036135668100,0,200,0,0,1024,0,0,212684,168870,1784446796173953200,291036137760600,0,100,0,0,0,0,0,272212,204162,0,0,0,0,0,0,0,0,0,0,0,0,0,53171,68059,0,0,0,0,-18695300,-18695700,-70970000,-2400,-89663300
291036411542600,1,,3,0,0,1784446796538856900,291036411532600,21333300,20898700,17844467965196910,17844467965388569,1024,48000,2,53184,9360,1784446796507287200,291036398914700,16666700,15741100,17844467964915052,17844467965072872,3840,2160,0,68074,9927,1784446796538856900,291036411533500,21333300,20899200,0,0,1024,48000,2,53184,9361,1784446796507287200,291036398915400,16666700,15741200,0,0,3840,2160,0,68074,9928,1784446796538856900,291036411536900,0,200,0,0,1024,0,0,212736,168913,1784446796440620400,291036404428000,0,100,0,0,0,0,0,272276,204210,0,0,0,0,0,0,0,0,0,0,0,0,0,53184,68074,0,0,0,0,-18951800,-18951600,-72179400,-3400,-91127600
291036667482000,1,,3,0,0,1784446796773523200,291036645827200,21333300,20514000,17844467967541716,17844467967735232,1024,48000,2,53195,9360,1784446796773954400,291036666537100,16666700,17276900,17844467967582205,17844467967739544,3840,2160,0,68090,9933,1784446796773523200,291036645827300,21333300,20513900,0,0,1024,48000,2,53195,9361,1784446796773954400,291036666537800,16666700,17276600,0,0,3840,2160,0,68090,9934,1784446796773523200,291036645830600,0,100,0,0,1024,0,0,212780,168946,1784446796690620900,291036654426800,0,100,0,0,0,0,0,272336,204255,0,0,0,0,0,0,0,0,0,0,0,0,0,53196,68090,0,0,1,0,-20278700,-20279300,-71222500,-3300,-91498500
291036924041700,1,,3,0,0,1784446797050856100,291036924034900,21333300,20079900,17844467970322121,17844467970508561,1024,48000,2,53208,9361,1784446797023954900,291036916052700,16666700,13645400,17844467970080195,17844467970239549,3840,2160,0,68105,9937,1784446797050856100,291036924035100,21333300,20079900,0,0,1024,48000,2,53208,9362,1784446797023954900,291036916053500,16666700,13645300,0,0,3840,2160,0,68105,9938,1784446797050856100,291036924037200,0,100,0,0,1024,0,0,212832,168986,1784446796957288100,291036921110600,0,200,0,0,0,0,0,272400,204303,0,0,0,0,0,0,0,0,0,0,0,0,0,53208,68105,0,0,0,0,-18919000,-18919600,-71723900,-2100,-90641400
291037180122900,1,,3,0,0,1784446797306855700,291037180116400,21333300,21643300,17844467972882649,17844467973068557,1024,48000,2,53220,9361,1784446797273955400,291037165774000,16666700,16268300,17844467972580462,17844467972739554,3840,2160,0,68120,9939,1784446797306855700,291037180116600,21333300,21643100,0,0,1024,48000,2,53220,9362,1784446797273955400,291037165774500,16666700,16268300,0,0,3840,2160,0,68120,9940,1784446797306855700,291037180118500,0,0,0,0,1024,0,0,212880,169022,1784446797207288600,291037171096500,0,100,0,0,0,0,0,272460,204348,0,0,0,0,0,0,0,0,0,0,0,0,0,53220,68120,0,0,0,0,-18557900,-18558200,-71988800,-1900,-90545100
291037434265100,1,,3,0,0,1784446797541522000,291037417858600,21333300,24925100,17844467975225393,17844467975415220,1024,48000,2,53231,9362,1784446797540622600,291037433328600,16666700,14752300,17844467975247623,17844467975406226,3840,2160,0,68136,9944,1784446797541522000,291037417858900,21333300,24925200,0,0,1024,48000,2,53231,9363,1784446797540622600,291037433329200,16666700,14752300,0,0,3840,2160,0,68136,9945,1784446797541522000,291037417860800,0,100,0,0,1024,0,0,212924,169056,1784446797457289100,291037421094500,0,100,0,0,0,0,0,272520,204393,0,0,0,0,0,0,0,0,0,0,0,0,0,53231,68136,0,0,0,0,-16369400,-16369700,-71098800,-1900,-87466600
291037691903800,1,,3,0,0,1784446797818854900,291037691894900,21333300,21381400,17844467978000637,17844467978188549,1024,48000,2,53244,9363,1784446797790623100,291037683054700,16666700,16224600,17844467977749118,17844467977906231,3840,2160,0,68151,9944,1784446797818854900,291037691895300,21333300,21381700,0,0,1024,48000,2,53244,9364,1784446797790623100,291037683055000,16666700,16224300,0,0,3840,2160,0,68151,9945,1784446797818854900,291037691898600,0,200,0,0,1024,0,0,212976,169096,1784446797723956300,291037687761300,0,100,0,0,0,0,0,272584,204441,0,0,0,0,0,0,0,0,0,0,0,0,0,53244,68151,0,0,0,0,-19391600,-19391500,-71373100,-3300,-90761300
